Category			Species		Count
		Paenibacillus donghaensis	414771	1	
		Paenibacillus ihbetae	1870820	1	
		Paenibacillus crassostreae	1763538	1	
		Paenibacillus kribbensis	172713	1	
		Paenibacillus sp. IHB B 3084	867076	1	
		Paenibacillus vortex	71995	1	
		Paenibacillus lautus	1401	1	
		Thermobacillus composti	377615	1	
		Aneurinibacillus sp. XH2	1450761	1	
		Aneurinibacillus soli	1500254	1	
		Cohnella sp. 18JY8-7	2480923	1	
		Alicyclobacillus acidocaldarius	405212	2	
		Kyrpidia tusciae	33943	1	
		Kyrpidia spormannii	2055160	1	
		Tumebacillus avium	1903704	1	
		Tumebacillus algifaecis	1214604	1	
		Solibacillus silvestris	76853	2	
		Solibacillus sp. R5-41	2048654	1	
		Planococcus sp. PAMC 21323	1526927	1	
		Planococcus kocurii	1374	1	
		Planococcus rifietoensis	200991	1	
		Planococcus sp. L10.15	1302659	1	
		Planococcus antarcticus	161360	1	
		Planococcus donghaensis	414778	1	
		Planococcus halocryophilus	1215089	1	
		Planococcus maritimus	192421	1	
		Planococcus plakortidis	1038856	1	
		Planococcus faecalis	1598147	1	
		Planococcus sp. MB-3u-03	2058136	1	
		Jeotgalibacillus malaysiensis	1508404	1	
		Kurthia sp. 11kri321	1750719	1	
		Sporosarcina psychrophila	1476	1	
		Sporosarcina sp. P33	1930764	1	
		Sporosarcina sp. P37	1930546	1	
		Sporosarcina ureae	1571	1	
		Sporosarcina sp. PTS2304	2283194	1	
		Rummeliibacillus stabekisii	241244	1	
		Paenisporosarcina sp. K2R23-3	2320858	1	
		Novibacillus thermophilus	1471761	1	
		Laceyella sacchari	37482	1	
		Lactococcus lactis	1358	13	
		Lactococcus garvieae	1363	2	
		Lactococcus piscium	1364	1	
		Lactococcus raffinolactis	1366	1	
		Lactococcus sp. 1JSPR-7	2419773	1	
		Streptococcus pyogenes	1314	20	
		Streptococcus pneumoniae	1313	25	
		Streptococcus agalactiae	1311	15	
		Streptococcus mutans	1309	5	
		Streptococcus thermophilus	1308	8	
		Streptococcus sanguinis	1305	1	
		Streptococcus suis	1307	18	
		Streptococcus gordonii	1302	1	
		Streptococcus equi	1336	5	
		Streptococcus uberis	1349	1	
		Streptococcus dysgalactiae	1334	5	
		Streptococcus gallolyticus	315405	3	
		Streptococcus mitis	28037	1	
		Streptococcus oralis	1303	1	
		Streptococcus parauberis	1348	1	
		Streptococcus pasteurianus	197614	1	
		Streptococcus parasanguinis	1318	2	
		Streptococcus salivarius	1304	5	
		Streptococcus pseudopneumoniae	257758	1	
		Streptococcus macedonicus	59310	1	
		Streptococcus infantarius	102684	1	
		Streptococcus intermedius	1338	3	
		Streptococcus anginosus	1328	3	
		Streptococcus constellatus	76860	3	
		Streptococcus cristatus	45634	1	
		Streptococcus iniae	1346	4	
		Streptococcus lutetiensis	150055	1	
		Streptococcus sp. I-G2	1156431	1	
		Streptococcus sp. I-P16	1156433	1	
		Streptococcus sp. VT 162	1419814	1	
		Streptococcus pantholopis	1811193	1	
		Streptococcus sp. A12	1759399	1	
		Streptococcus sp. NPS 308	1902136	1	
		Streptococcus sobrinus	1310	1	
		Lactobacillus plantarum	1590	7	
		Lactobacillus johnsonii	33959	4	
		Lactobacillus acidophilus	1579	4	
		Lactobacillus sakei	1599	1	
		Lactobacillus salivarius	1624	3	
		Lactobacillus delbrueckii	1584	4	
		Lactobacillus brevis	1580	2	
		Lactobacillus paracasei	1597	5	
		Lactobacillus casei	1582	6	
		Lactobacillus gasseri	1596	1	
		Lactobacillus reuteri	1598	5	
		Lactobacillus helveticus	1587	6	
		Lactobacillus fermentum	1613	3	
		Lactobacillus rhamnosus	47715	6	
		Lactobacillus crispatus	47770	1	
		Lactobacillus amylovorus	1604	2	
		Lactobacillus buchneri	1581	2	
		Lactobacillus kefiranofaciens	267818	1	
		Lactobacillus ruminis	1623	1	
		Lactobacillus sanfranciscensis	1625	1	
		Lactobacillus sp. wkB8	1545702	1	
		Lactobacillus hokkaidonensis	1193095	1	
		Lactobacillus mucosae	97478	1	
		Lactobacillus acetotolerans	1600	1	
		Lactobacillus ginsenosidimutans	1007676	1	
		Lactobacillus koreensis	637971	1	
		Lactobacillus heilongjiangensis	1074467	1	
		Lactobacillus kunkeei	148814	1	
		Lactobacillus gallinarum	52242	1	
		Lactobacillus paraplantarum	60520	1	
		Lactobacillus oris	1632	1	
		Lactobacillus parabuchneri	152331	1	
		Lactobacillus lindneri	53444	1	
		Lactobacillus paracollinoides	240427	1	
		Lactobacillus jensenii	109790	1	
		Lactobacillus curieae	1138822	1	
		Lactobacillus crustorum	392416	1	
		Lactobacillus backii	375175	1	
		Lactobacillus curvatus	28038	1	
		Lactobacillus amylophilus	1603	1	
		Lactobacillus amylolyticus	83683	1	
		Lactobacillus agilis	1601	1	
		Lactobacillus zymae	267363	1	
		Lactobacillus pentosus	1589	1	
		Lactobacillus coryniformis	1610	1	
		Lactobacillus acidipiscis	89059	1	
		Lactobacillus allii	1847728	1	
		Lactobacillus alimentarius	1602	1	
		Pediococcus pentosaceus	1255	2	
		Pediococcus claussenii	187452	1	
		Pediococcus damnosus	51663	1	
		Pediococcus acidilactici	1254	1	
		Pediococcus inopinatus	114090	1	
		Enterococcus faecalis	1351	8	
		Enterococcus faecium	1352	5	
		Enterococcus hirae	1354	1	
		Enterococcus casseliflavus	37734	1	
		Enterococcus mundtii	53346	1	
		Enterococcus durans	53345	1	
		Enterococcus gallinarum	1353	1	
		Enterococcus silesiacus	332949	1	
		Enterococcus thailandicus	417368	1	
		Enterococcus gilvus	160453	1	
		Melissococcus plutonius	33970	2	
		Tetragenococcus halophilus	51669	1	
		Tetragenococcus osmophilus	526944	1	
		Tetragenococcus koreensis	290335	1	
		Vagococcus teuberi	519472	1	
		Vagococcus penaei	633807	1	
		Oenococcus oeni	1247	1	
		Leuconostoc mesenteroides	1245	3	
		Leuconostoc citreum	33964	1	
		Leuconostoc kimchii	136609	1	
		Leuconostoc sp. C2	979982	1	
		Leuconostoc carnosum	1252	1	
		Leuconostoc gelidum	1244	2	
		Leuconostoc lactis	1246	1	
		Leuconostoc garlicum	255248	1	
		Leuconostoc suionicum	1511761	1	
		Weissella koreensis	165096	1	
		Weissella ceti	759620	3	
		Weissella cibaria	137591	1	
		Weissella jogaejeotgali	1631871	1	
		Weissella paramesenteroides	1249	1	
		Aerococcus urinae	1376	2	
		Aerococcus urinaeequi	51665	1	
		Aerococcus sanguinicola	119206	1	
		Aerococcus christensenii	87541	1	
		Aerococcus viridans	1377	1	
		Aerococcus urinaehominis	128944	1	
		Aerococcaceae bacterium ZY16052	2036206	1	
		Carnobacterium sp. 17-4	208596	1	
		Carnobacterium maltaromaticum	2751	1	
		Carnobacterium inhibens	147709	1	
		Carnobacterium sp. CP1	1564681	1	
		Carnobacterium divergens	2748	1	
		Marinilactibacillus sp. 15R	1911586	1	
		Jeotgalibaca sp. PTS2502	1903686	1	
		Jeotgalibaca dankookensis	708126	1	
	Firmicutes - Clostridia	Clostridium acetobutylicum	1488	3	
		Clostridium perfringens	1502	3	
		Clostridium tetani	1513	2	
		Clostridium novyi	1542	1	
		Clostridium botulinum	1491	13	
		Clostridium beijerinckii	1520	3	
		Clostridium kluyveri	1534	2	
		Clostridium ljungdahlii	1538	1	
		Clostridium cellulovorans	1493	1	
		Clostridium sp. SY8519	1042156	1	
		Clostridium sp. BNL1100	755731	1	
		Clostridium saccharoperbutylacetonicum	36745	1	
		Clostridium pasteurianum	1501	3	
		Clostridium saccharobutylicum	169679	1	
		Clostridium autoethanogenum	84023	1	
		Clostridium bornimense	1216932	1	
		Clostridium baratii	1561	1	
		Clostridium scatologenes	1548	1	
		Clostridium sporogenes	1509	1	
		Clostridium aceticum	84022	1	
		Clostridium carboxidivorans	217159	1	
		Clostridium butyricum	1492	1	
		Clostridium tyrobutyricum	1519	1	
		Clostridium estertheticum	238834	1	
		Clostridium taeniosporum	394958	1	
		Clostridium formicaceticum	1497	1	
		Clostridium chauvoei	46867	1	
		Clostridium argentinense	29341	1	
		Clostridium drakei	332101	1	
		Clostridium isatidis	182773	1	
		Alkaliphilus metalliredigens	208226	1	
		Alkaliphilus oremlandii	461876	1	
		Candidatus Arthromitus sp. SFB-mouse	49118	2	
		Candidatus Arthromitus sp. SFB-mouse-NL	1508644	1	
		Candidatus Arthromitus sp. SFB-rat-Yit	1041504	1	
		Geosporobacter ferrireducens	1424294	1	
		Mageeibacillus indolicus	884684	1	
		Fastidiosipila sanguinis	236753	1	
		Hungateiclostridium thermocellum	1515	2	
		Hungateiclostridium clariflavum	288965	1	
		Hungateiclostridium saccincola	1677857	1	
		Hungateiclostridiaceae bacterium KB18	1834198	1	
		Ruminiclostridium cellulolyticum	1521	1	
		Thermoclostridium stercorarium	1510	2	
		Pseudoclostridium thermosuccinogenes	84032	1	
		[Eubacterium] siraeum	39492	2	
		[Clostridium] cellulosi	29343	1	
		Ruminococcaceae bacterium CPB6	1572656	1	
		Flavonifractor plautii	292800	1	
		Ethanoligenens harbinense	253239	1	
		Ruminococcus albus	1264	1	
		Ruminococcus champanellensis	1161942	1	
		Ruminococcus sp. SR1/5	657323	1	
		Ruminococcus bicirculans	1160721	1	
		Faecalibacterium prausnitzii	853	2	
		Butyrivibrio proteoclasticus	43305	1	
		Butyrivibrio fibrisolvens	831	1	
		Butyrivibrio hungatei	185008	1	
		Cellulosilyticum lentocellum	29360	1	
		Roseburia hominis	301301	1	
		Roseburia intestinalis	166486	2	
		Coprococcus sp. ART55/1	751585	1	
		Coprococcus catus	116085	1	
		Blautia obeum	40520	1	
		Blautia sp. YL58	1796616	1	
		[Ruminococcus] torques	33039	1	
		Blautia hansenii	1322	1	
		Blautia sp. N6H1-15	1912897	1	
		Lachnoclostridium phytofermentans	66219	1	
		Lachnoclostridium sp. YL32	1834196	1	
		[Clostridium] saccharolyticum	84030	2	
		[Clostridium] bolteae	208479	1	
		Anaerostipes hadrus	649756	1	
		Herbinix luporum	1679721	1	
		Anaerotignum propionicum	28446	1	
		Lachnoanaerobaculum umeaense	617123	1	
		[Eubacterium] rectale	39491	3	
		Clostridioides difficile	1496	5	
		Peptoclostridium acidaminophilum	1731	1	
		Acetoanaerobium sticklandii	1511	1	
		Filifactor alocis	143361	1	
		Paeniclostridium sordellii	1505	1	
		Peptostreptococcaceae bacterium oral taxon 929	2081703	1	
		Symbiobacterium thermophilum	2734	1	
		Syntrophomonas wolfei	863	1	
		Syntrophothermus lipocalidus	86170	1	
		Desulfitobacterium hafniense	49338	2	
		Desulfitobacterium dehalogenans	36854	1	
		Desulfitobacterium dichloroeliminans	233055	1	
		Desulfitobacterium metallireducens	142877	1	
		Desulfotomaculum reducens	59610	1	
		Desulfotomaculum nigrificans	1565	1	
		Desulfotomaculum ruminis	1564	1	
		Desulfotomaculum ferrireducens	1833852	1	
		Desulfofarcimen acetoxidans	58138	1	
		Desulfofundulus kuznetsovii	58135	1	
		Desulfallas gibsoniae	102134	1	
		Pelotomaculum thermopropionicum	110500	1	
		Candidatus Desulforudis audaxviator	471827	1	
		Thermincola potens	863643	1	
		Syntrophobotulus glycolicus	51197	1	
		Desulfosporosinus orientis	1563	1	
		Desulfosporosinus acidiphilus	885581	1	
		Desulfosporosinus meridiei	79209	1	
		Dehalobacter sp. DCA	1147129	1	
		Dehalobacter sp. CF	1131462	1	
		Dehalobacter restrictus	55583	1	
		Heliobacterium modesticaldum	35701	1	
		[Eubacterium] eligens	39485	1	
		Eubacterium limosum	1736	1	
		[Eubacterium] hallii	39488	1	
		Acetobacterium woodii	33952	1	
		Oscillibacter valericigenes	351091	1	
		Thermaerobacter marianensis	73919	1	
		Sulfobacillus acidophilus	53633	2	
		Carboxydocella thermautotrophica	178899	1	
		Christensenella minuta	626937	1	
		Intestinimonas butyriciproducens	1297617	1	
		Mogibacterium diversum	114527	1	
		[Eubacterium] sulci	143393	1	
		butyrate-producing bacterium SM4/1	245012	1	
		butyrate-producing bacterium SS3/4	245014	1	
		Caldanaerobacter subterraneus	911092	1	
		Thermoanaerobacter sp. X514	399726	1	
		Thermoanaerobacter sp. X513	573062	1	
		Thermoanaerobacter pseudethanolicus	496866	1	
		Thermoanaerobacter italicus	108150	1	
		Thermoanaerobacter mathranii	583357	1	
		Thermoanaerobacter brockii	29323	1	
		Thermoanaerobacter wiegelii	46354	1	
		Thermoanaerobacter kivui	2325	1	
		Carboxydothermus hydrogenoformans	129958	1	
		Tepidanaerobacter acetatoxydans	499229	2	
		Moorella thermoacetica	1525	1	
		Ammonifex degensii	42838	1	
		Thermacetogenium phaeum	85874	1	
		Caldicellulosiruptor saccharolyticus	44001	1	
		Caldicellulosiruptor bescii	31899	1	
		Caldicellulosiruptor obsidiansis	717609	1	
		Caldicellulosiruptor hydrothermalis	413888	1	
		Caldicellulosiruptor owensensis	55205	1	
		Caldicellulosiruptor kristjanssonii	52765	1	
		Caldicellulosiruptor kronotskyensis	413889	1	
		Caldicellulosiruptor lactoaceticus	52766	1	
		Thermosediminibacter oceani	291990	1	
		Thermoanaerobacterium thermosaccharolyticum	1517	2	
		Thermoanaerobacterium xylanolyticum	29329	1	
		Thermoanaerobacterium saccharolyticum	28896	1	
		Thermodesulfobium narugense	184064	1	
		Thermodesulfobium acidiphilum	1794699	1	
		Mahella australiensis	252966	1	
		Natranaerobius thermophilus	375929	1	
		Halothermothrix orenii	31909	1	
		Halanaerobium hydrogeniformans	656519	1	
		Halanaerobium praevalens	2331	1	
		Acetohalobium arabaticum	28187	1	
		Halobacteroides halobius	42422	1	
	Firmicutes - Others	Finegoldia magna	1260	1	
		Anaerococcus prevotii	33034	1	
		Parvimonas micra	33033	1	
		Peptoniphilus sp. ING2-D1G	1912856	1	
		Gottschalkia acidurici	1556	1	
		Veillonella parvula	29466	1	
		Veillonella atypica	39777	1	
		Veillonella rodentium	248315	1	
		Megasphaera elsdenii	907	1	
		Megasphaera hexanoica	1675036	1	
		Megasphaera sp. AJH120	2144175	1	
		Dialister pneumosintes	39950	1	
		Selenomonas sputigena	69823	1	
		Selenomonas ruminantium	971	1	
		Selenomonas sp. oral taxon 478	712538	1	
		Selenomonas sp. oral taxon 136	713030	1	
		Selenomonas sp. oral taxon 920	1884263	1	
		Megamonas hypermegale	158847	1	
		Pelosinus sp. UFO1	484770	1	
		Pelosinus fermentans	365349	1	
		Acidaminococcus fermentans	905	1	
		Acidaminococcus intestini	187327	1	
		Erysipelothrix rhusiopathiae	1648	2	
		Erysipelothrix sp. LV19	1514105	1	
		Faecalitalea cylindroides	39483	1	
		Turicibacter sp. H121	1712675	1	
		Faecalibaculum rodentium	1702221	1	
		Erysipelotrichaceae bacterium I46	1834207	1	
		Limnochorda pilosa	1555112	1	
	Coprothermobacterota	Coprothermobacter proteolyticus	35786	1	
	Tenericutes	Mycoplasma genitalium	2097	5	
		Mycoplasma pneumoniae	2104	4	
		Mycoplasma pulmonis	2107	1	
		Mycoplasma penetrans	28227	1	
		Mycoplasma gallisepticum	2096	12	
		Mycoplasma mycoides	2102	4	
		Mycoplasma capricolum	2095	5	
		Mycoplasma leachii	2105	2	
		Mycoplasma mobile	2118	1	
		Mycoplasma hyopneumoniae	2099	6	
		Mycoplasma synoviae	2109	2	
		Mycoplasma agalactiae	2110	2	
		Mycoplasma arthritidis	2111	1	
		Mycoplasma conjunctivae	45361	1	
		Mycoplasma hominis	2098	2	
		Mycoplasma crocodyli	50052	1	
		Mycoplasma hyorhinis	2100	5	
		Mycoplasma fermentans	2115	3	
		Mycoplasma bovis	28903	4	
		Mycoplasma haemofelis	29501	2	
		Mycoplasma suis	57372	2	
		Mycoplasma putrefaciens	2123	2	
		Mycoplasma haemocanis	136241	1	
		Mycoplasma wenyonii	65123	1	
		Candidatus Mycoplasma haemolamae	141391	1	
		Mycoplasma cynos	171284	1	
		Candidatus Mycoplasma haemominutum	209446	1	
		Mycoplasma parvum	984991	1	
		Mycoplasma ovis	171632	1	
		Mycoplasma bovoculi	45362	1	
		Mycoplasma californicum	2113	2	
		Candidatus Mycoplasma girerdii	1318617	1	
		Mycoplasma flocculare	2128	1	
		Mycoplasma canadense	29554	1	
		Mycoplasma yeatsii	51365	1	
		Mycoplasma dispar	86660	1	
		Mycoplasma gallinaceum	29556	1	
		Mycoplasma canis	29555	2	
		Mycoplasma arginini	2094	1	
		Mycoplasma sp. (ex Biomphalaria glabrata)	1749074	1	
		Mycoplasma pullorum	48003	1	
		Mycoplasma bovigenitalium	2112	1	
		Mycoplasma phocidae	142651	1	
		Mycoplasma hyosynoviae	29559	1	
		Ureaplasma parvum	134821	3	
		Ureaplasma urealyticum	2130	1	
		Candidatus Hepatoplasma crinochetorum	295596	1	
		Onion yellows phytoplasma	100379	1	
		Aster yellows witches'-broom phytoplasma	229545	1	
		Maize bushy stunt phytoplasma	202462	1	
		Candidatus Phytoplasma mali	37692	1	
		Candidatus Phytoplasma australiense	59748	2	
		Candidatus Phytoplasma solani	69896	1	
		Candidatus Phytoplasma ziziphi	135727	1	
		Acholeplasma laidlawii	2148	1	
		Acholeplasma brassicae	61635	1	
		Acholeplasma palmae	38986	1	
		Acholeplasma oculi	35623	1	
		Mesoplasma florum	2151	2	
		Mesoplasma chauliocola	216427	1	
		Mesoplasma lactucae	138853	1	
		Mesoplasma entomophilum	2149	1	
		Mesoplasma syrphidae	225999	1	
		Mesoplasma tabanidae	219745	1	
		Mesoplasma coleopterae	324078	1	
		Entomoplasma luminosum	214888	1	
		Entomoplasma somnilux	215578	1	
		Entomoplasma freundtii	74700	1	
		Entomoplasma melaleucae	81459	1	
		Spiroplasma chrysopicola	216933	1	
		Spiroplasma syrphidicola	216945	1	
		Spiroplasma diminutum	216936	1	
		Spiroplasma taiwanense	2145	1	
		Spiroplasma apis	2137	1	
		Spiroplasma mirum	2144	2	
		Spiroplasma culicicola	216935	1	
		Spiroplasma sabaudiense	216944	1	
		Spiroplasma atrichopogonis	1114980	1	
		Spiroplasma eriocheiris	315358	1	
		Spiroplasma turonicum	216946	1	
		Spiroplasma litorale	216942	1	
		Spiroplasma kunkelii	47834	1	
		Spiroplasma cantharicola	362837	1	
		Spiroplasma helicoides	216938	1	
		Spiroplasma citri	2133	1	
		Spiroplasma floricola	216937	1	
		Spiroplasma corruscae	216934	1	
		Spiroplasma clarkii	2139	1	
		Candidatus Izimaplasma sp. HR1	1541959	1	
		Tenericutes bacterium MO-XQ	1911684	1	
		Tenericutes bacterium MZ-XQ	1911683	1	
	Actinobacteria	Mycobacterium tuberculosis	1773	34	
		Mycobacterium canettii	78331	5	
		Mycobacterium leprae	1769	2	
		Mycobacterium avium	1764	5	
		Mycobacterium intracellulare	1767	4	
		Mycobacterium paraintracellulare	1138383	1	
		Mycobacterium chimaera	222805	1	
		Mycobacterium marseillense	701042	1	
		Mycobacterium lepraemurium	64667	1	
		Mycobacterium sp. JS623	212767	1	
		Mycobacterium ulcerans	1809	1	
		Mycobacterium sp. MCS	164756	1	
		Mycobacterium sp. KMS	189918	1	
		Mycobacterium sp. JLS	164757	1	
		Mycobacterium marinum	1781	2	
		Mycobacterium sp. MOTT36Y	1168287	1	
		Mycobacterium liflandii	261524	1	
		Mycobacterium kansasii	1768	1	
		Mycobacterium sp. VKM Ac-1817D	1273687	1	
		Mycobacterium sp. EPa45	1545728	1	
		Mycobacterium haemophilum	29311	1	
		Mycobacterium sp. NRRL B-3805	1570328	1	
		Mycobacterium dioxanotrophicus	482462	1	
		Mycobacterium shigaense	722731	1	
		Mycobacterium smegmatis	1772	5	
		Mycolicibacterium vanbaalenii	110539	1	
		Mycobacterium gilvum	1804	2	
		Mycobacterium chubuense	1800	1	
		Mycobacterium neoaurum	1795	1	
		Mycolicibacterium goodii	134601	1	
		Mycolicibacterium fortuitum	1766	1	
		Mycobacterium phlei	1771	1	
		Mycolicibacterium vaccae	1810	1	
		Mycobacterium litorale	758802	1	
		Mycobacterium rhodesiae	36814	1	
		Mycolicibacterium thermoresistibile	1797	1	
		Mycolicibacterium hassiacum	46351	1	
		Mycobacteroides abscessus	36809	4	
		Mycobacteroides chelonae	1774	1	
		Mycobacteroides immunogenum	83262	1	
		[Mycobacterium] stephanolepidis	1520670	1	
		Mycobacteroides saopaulense	1578165	1	
		Mycolicibacter sinensis	875328	1	
		Mycolicibacter terrae	1788	1	
		Hoyosella subflava	639313	1	
		Corynebacterium glutamicum	1718	10	
		Corynebacterium efficiens	152794	1	
		Corynebacterium diphtheriae	1717	14	
		Corynebacterium jeikeium	38289	1	
		Corynebacterium urealyticum	43771	2	
		Corynebacterium aurimucosum	169292	1	
		Corynebacterium kroppenstedtii	161879	1	
		Corynebacterium pseudotuberculosis	1719	18	
		Corynebacterium resistens	258224	1	
		Corynebacterium ulcerans	65058	8	
		Corynebacterium variabile	1727	1	
		Corynebacterium halotolerans	225326	1	
		Corynebacterium callunae	1721	1	
		Corynebacterium terpenotabidum	89154	1	
		Corynebacterium maris	575200	1	
		Corynebacterium argentoratense	42817	1	
		Corynebacterium falsenii	108486	1	
		Corynebacterium casei	160386	1	
		Corynebacterium vitaeruminis	38305	1	
		Corynebacterium glyciniphilum	1404244	1	
		Corynebacterium atypicum	191610	1	
		Corynebacterium imitans	156978	1	
		Corynebacterium ureicelerivorans	401472	1	
		Corynebacterium sp. ATCC 6931	1487956	1	
		Corynebacterium doosanense	1121358	1	
		Corynebacterium humireducens	1223514	1	
		Corynebacterium singulare	161899	1	
		Corynebacterium marinum	349751	1	
		Corynebacterium kutscheri	35755	1	
		Corynebacterium camporealensis	161896	1	
		Corynebacterium mustelae	571915	1	
		Corynebacterium epidermidicanis	1050174	1	
		Corynebacterium testudinoris	136857	1	
		Corynebacterium uterequi	1072256	1	
		Corynebacterium lactis	1231000	1	
		Corynebacterium deserti	1408191	1	
		Corynebacterium simulans	146827	1	
		Corynebacterium stationis	1705	1	
		Corynebacterium crudilactis	1652495	1	
		Corynebacterium frankenforstense	1230998	1	
		Corynebacterium phocae	161895	1	
		Corynebacterium flavescens	28028	1	
		Corynebacterium glaucum	187491	1	
		Corynebacterium striatum	43770	1	
		Corynebacterium aquilae	203263	1	
		Corynebacterium sphenisci	191493	1	
		Corynebacterium ammoniagenes	1697	1	
		Corynebacterium minutissimum	38301	1	
		[Brevibacterium] flavum	92706	1	
		Nocardia farcinica	37329	2	
		Nocardia cyriacigeorgica	135487	1	
		Nocardia brasiliensis	37326	1	
		Nocardia nova	37330	1	
		Nocardia soli	134962	1	
		Nocardia seriolae	37332	1	
		Nocardia terpenica	455432	1	
		Rhodococcus jostii	132919	1	
		Rhodococcus erythropolis	1833	3	
		Rhodococcus opacus	37919	2	
		Rhodococcus equi	43767	1	
		Rhodococcus pyridinivorans	103816	1	
		Rhodococcus sp. B7740	1564114	1	
		Rhodococcus aetherivorans	191292	1	
		Rhodococcus fascians	1828	1	
		Rhodococcus sp. WMMA185	679318	1	
		Rhodococcus sp. PBTS 2	1653479	1	
		Rhodococcus ruber	1830	1	
		Rhodococcus sp. PBTS 1	1653478	1	
		Rhodococcus qingshengii	334542	1	
		Rhodococcus sp. p52	935199	1	
		Rhodococcus sp. 008	1723645	1	
		Rhodococcus rhodochrous	1829	1	
		Gordonia bronchialis	2054	1	
		Gordonia polyisoprenivorans	84595	1	
		Gordonia sp. KTR9	337191	1	
		Gordonia sp. QH-11	1136941	1	
		Gordonia terrae	2055	1	
		Gordonia sp. YC-JH1	2059875	1	
		Gordonia iterans	1004901	1	
		Gordonia rubripertincta	36822	1	
		Gordonia sp. MMS17-SY073	2420509	1	
		Tsukamurella paurometabola	2061	1	
		Tsukamurella tyrosinosolvens	57704	1	
		Segniliparus rotundus	286802	1	
		Dietzia timorensis	499555	1	
		Dietzia sp. oral taxon 368	712270	1	
		Dietzia sp. JS16-p6b	2052657	1	
		Dietzia psychralcaliphila	139021	1	
		Dietzia lutea	546160	1	
		Lawsonella clevelandensis	1528099	1	
		Streptomyces coelicolor	1902	1	
		Streptomyces albidoflavus	1886	1	
		Streptomyces avermitilis	33903	1	
		Streptomyces griseus	1911	1	
		Streptomyces globisporus	1908	1	
		Streptomyces scabiei	1930	1	
		Streptomyces sp. SirexAA-E	862751	1	
		Streptomyces violaceusniger	68280	1	
		Streptomyces cattleya	29303	2	
		Streptomyces pratensis	1169025	1	
		Streptomyces bingchenggensis	379067	1	
		Streptomyces hygroscopicus	1912	2	
		Streptomyces venezuelae	54571	1	
		Streptomyces davaonensis	348043	1	
		Streptomyces albus	1888	1	
		Streptomyces sp. PAMC 26508	1265601	1	
		Streptomyces fulvissimus	68202	1	
		Streptomyces collinus	42684	1	
		Streptomyces rapamycinicus	1226757	1	
		Streptomyces albulus	68570	2	
		Streptomyces lividans	1916	1	
		Streptomyces glaucescens	1907	1	
		Streptomyces vietnamensis	362257	1	
		Streptomyces sp. 769	1262452	1	
		Streptomyces cyaneogriseus	68192	1	
		Streptomyces lydicus	47763	2	
		Streptomyces xiamenensis	408015	1	
		Streptomyces sp. Mg1	465541	1	
		Streptomyces sp. CNQ-509	444103	1	
		Streptomyces ambofaciens	1889	1	
		Streptomyces pristinaespiralis	38300	1	
		Streptomyces sp. CFMR 7	1649184	1	
		Streptomyces sp. CdTB01	1725411	1	
		Streptomyces reticuli	1926	1	
		Streptomyces sp. 4F	1751294	1	
		Streptomyces leeuwenhoekii	1437453	1	
		Streptomyces rubrolavendulae	285473	1	
		Streptomyces parvulus	146923	1	
		Streptomyces sp. SAT1	1849967	1	
		Streptomyces clavuligerus	1901	1	
		Streptomyces griseochromogenes	68214	1	
		Streptomyces qaidamensis	1783515	1	
		Streptomyces lincolnensis	1915	1	
		Streptomyces noursei	1971	1	
		Streptomyces pluripotens	1355015	1	
		Streptomyces sp. CCM MD2014		1	
		Streptomyces niveus	193462	1	
		Streptomyces autolyticus	75293	1	
		Streptomyces alfalfae	1642299	1	
		Streptomyces violaceoruber	1935	1	
		Streptomyces puniciscabiei	164348	1	
		Streptomyces gilvosporeus	553510	1	
		Streptomyces malaysiensis	92644	1	
		Streptomyces laurentii	39478	1	
		Streptomyces alboflavus	67267	1	
		Streptomyces albireticuli	1940	1	
		Streptomyces lavendulae	1914	1	
		Streptomyces sp. MOE7	1961713	1	
		Streptomyces formicae	1616117	1	
		Kitasatospora setae	2066	1	
		Kitasatospora albolonga	68173	1	
		Kitasatospora aureofaciens	1894	1	
		Kitasatospora sp. MMS16-BH015	2018025	1	
		Streptacidiphilus sp. DSM 106435	2126346	1	
		Tropheryma whipplei	2039	2	
		Leifsonia xyli	1575	2	
		Clavibacter michiganensis	28447	5	
		Microbacterium testaceum	2033	1	
		Microbacterium sp. CGR1	1696072	1	
		Microbacterium sp. No. 7	1714373	1	
		Microbacterium sp. XT11	367477	1	
		Microbacterium sp. PAMC 28756	1795053	1	
		Microbacterium chocolatum	84292	1	
		Microbacterium paludicola	300019	1	
		Microbacterium sp. BH-3-3-3	1906742	1	
		Microbacterium sp. 1.5R	1916917	1	
		Microbacterium aurum	36805	1	
		Microbacterium hominis	162426	1	
		Microbacterium foliorum	104336	1	
		Rhodoluna lacicola	529884	1	
		Candidatus Rhodoluna planktonica	535712	1	
		Rathayibacter toxicus	145458	2	
		Rathayibacter tritici	33888	1	
		Curtobacterium sp. MR MD2014		1	
		Curtobacterium sp. BH-2-1-1	1905847	1	
		Microterricola viridarii	412690	1	
		Frondihabitans sp. PAMC 28766	1795630	1	
		Agromyces sp. AR33	453304	1	
		Agromyces sp. 30A	2080742	1	
		Cryobacterium arcticum	670052	1	
		Cryobacterium sp. LW097	1978566	1	
		Cnuibacter physcomitrellae	1619308	1	
		Aurantimicrobium minutum	708131	1	
		Aurantimicrobium sp. MWH-Mo1	1987356	1	
		Aurantimicrobium sp. MWH-Uga1	2079575	1	
		Pontimonas salivibrio	1159327	1	
