Name_of_pre.generated_SBGN_file	pathway.database	PATHWAY_URI	sub.database	pathway.id	DISPLAY_NAME
http___identifiers.org_reactome_R-HSA-8951430.sbgn	pathwayCommons	http://identifiers.org/reactome/R-HSA-8951430	reactome	R-HSA-8951430	RUNX3 regulates WNT signaling
http___identifiers.org_reactome_R-HSA-8951664.sbgn	pathwayCommons	http://identifiers.org/reactome/R-HSA-8951664	reactome	R-HSA-8951664	Neddylation
http___identifiers.org_reactome_R-HSA-8951671.sbgn	pathwayCommons	http://identifiers.org/reactome/R-HSA-8951671	reactome	R-HSA-8951671	RUNX3 regulates YAP1-mediated transcription
http___identifiers.org_reactome_R-HSA-8951911.sbgn	pathwayCommons	http://identifiers.org/reactome/R-HSA-8951911	reactome	R-HSA-8951911	RUNX3 regulates RUNX1-mediated transcription
http___identifiers.org_reactome_R-HSA-8951936.sbgn	pathwayCommons	http://identifiers.org/reactome/R-HSA-8951936	reactome	R-HSA-8951936	RUNX3 regulates p14-ARF
http___identifiers.org_reactome_R-HSA-8952158.sbgn	pathwayCommons	http://identifiers.org/reactome/R-HSA-8952158	reactome	R-HSA-8952158	RUNX3 regulates BCL2L11 (BIM) transcription
http___identifiers.org_reactome_R-HSA-8955332.sbgn	pathwayCommons	http://identifiers.org/reactome/R-HSA-8955332	reactome	R-HSA-8955332	Carboxyterminal post-translational modifications of tubulin
http___identifiers.org_reactome_R-HSA-8956319.sbgn	pathwayCommons	http://identifiers.org/reactome/R-HSA-8956319	reactome	R-HSA-8956319	Nucleobase catabolism
http___identifiers.org_reactome_R-HSA-8957275.sbgn	pathwayCommons	http://identifiers.org/reactome/R-HSA-8957275	reactome	R-HSA-8957275	Post-translational protein phosphorylation
http___identifiers.org_reactome_R-HSA-8963678.sbgn	pathwayCommons	http://identifiers.org/reactome/R-HSA-8963678	reactome	R-HSA-8963678	Intestinal lipid absorption
http___identifiers.org_reactome_R-HSA-8963888.sbgn	pathwayCommons	http://identifiers.org/reactome/R-HSA-8963888	reactome	R-HSA-8963888	Chylomicron assembly
http___identifiers.org_reactome_R-HSA-8963889.sbgn	pathwayCommons	http://identifiers.org/reactome/R-HSA-8963889	reactome	R-HSA-8963889	Assembly of active LPL and LIPC lipase complexes
http___identifiers.org_reactome_R-HSA-8963896.sbgn	pathwayCommons	http://identifiers.org/reactome/R-HSA-8963896	reactome	R-HSA-8963896	HDL assembly
http___identifiers.org_reactome_R-HSA-8963901.sbgn	pathwayCommons	http://identifiers.org/reactome/R-HSA-8963901	reactome	R-HSA-8963901	Chylomicron remodeling
http___identifiers.org_reactome_R-HSA-8964011.sbgn	pathwayCommons	http://identifiers.org/reactome/R-HSA-8964011	reactome	R-HSA-8964011	HDL clearance
http___identifiers.org_reactome_R-HSA-8964026.sbgn	pathwayCommons	http://identifiers.org/reactome/R-HSA-8964026	reactome	R-HSA-8964026	Chylomicron clearance
http___identifiers.org_reactome_R-HSA-8964038.sbgn	pathwayCommons	http://identifiers.org/reactome/R-HSA-8964038	reactome	R-HSA-8964038	LDL clearance
http___identifiers.org_reactome_R-HSA-8964041.sbgn	pathwayCommons	http://identifiers.org/reactome/R-HSA-8964041	reactome	R-HSA-8964041	LDL remodeling
http___identifiers.org_reactome_R-HSA-8964046.sbgn	pathwayCommons	http://identifiers.org/reactome/R-HSA-8964046	reactome	R-HSA-8964046	VLDL clearance
http___identifiers.org_reactome_R-HSA-8964058.sbgn	pathwayCommons	http://identifiers.org/reactome/R-HSA-8964058	reactome	R-HSA-8964058	HDL remodeling
http___identifiers.org_reactome_R-HSA-8964572.sbgn	pathwayCommons	http://identifiers.org/reactome/R-HSA-8964572	reactome	R-HSA-8964572	Lipid particle organization
http___identifiers.org_reactome_R-HSA-8981373.sbgn	pathwayCommons	http://identifiers.org/reactome/R-HSA-8981373	reactome	R-HSA-8981373	Intestinal hexose absorption
http___identifiers.org_reactome_R-HSA-8981607.sbgn	pathwayCommons	http://identifiers.org/reactome/R-HSA-8981607	reactome	R-HSA-8981607	Intracellular oxygen transport
http___identifiers.org_reactome_R-HSA-8983432.sbgn	pathwayCommons	http://identifiers.org/reactome/R-HSA-8983432	reactome	R-HSA-8983432	Interleukin-15 signaling
http___identifiers.org_reactome_R-HSA-8984722.sbgn	pathwayCommons	http://identifiers.org/reactome/R-HSA-8984722	reactome	R-HSA-8984722	Interleukin-35 Signalling
http___identifiers.org_reactome_R-HSA-8985947.sbgn	pathwayCommons	http://identifiers.org/reactome/R-HSA-8985947	reactome	R-HSA-8985947	Interleukin-9 signaling
http___identifiers.org_reactome_R-HSA-901032.sbgn	pathwayCommons	http://identifiers.org/reactome/R-HSA-901032	reactome	R-HSA-901032	ER Quality Control Compartment (ERQC)
http___identifiers.org_reactome_R-HSA-901042.sbgn	pathwayCommons	http://identifiers.org/reactome/R-HSA-901042	reactome	R-HSA-901042	Calnexin/calreticulin cycle
http___identifiers.org_reactome_R-HSA-909733.sbgn	pathwayCommons	http://identifiers.org/reactome/R-HSA-909733	reactome	R-HSA-909733	Interferon alpha/beta signaling
http___identifiers.org_reactome_R-HSA-912446.sbgn	pathwayCommons	http://identifiers.org/reactome/R-HSA-912446	reactome	R-HSA-912446	Meiotic recombination
http___identifiers.org_reactome_R-HSA-912526.sbgn	pathwayCommons	http://identifiers.org/reactome/R-HSA-912526	reactome	R-HSA-912526	Interleukin receptor SHC signaling
http___identifiers.org_reactome_R-HSA-912631.sbgn	pathwayCommons	http://identifiers.org/reactome/R-HSA-912631	reactome	R-HSA-912631	Regulation of signaling by CBL
http___identifiers.org_reactome_R-HSA-912694.sbgn	pathwayCommons	http://identifiers.org/reactome/R-HSA-912694	reactome	R-HSA-912694	Regulation of IFNA signaling
http___identifiers.org_reactome_R-HSA-913709.sbgn	pathwayCommons	http://identifiers.org/reactome/R-HSA-913709	reactome	R-HSA-913709	O-linked glycosylation of mucins
http___identifiers.org_reactome_R-HSA-916853.sbgn	pathwayCommons	http://identifiers.org/reactome/R-HSA-916853	reactome	R-HSA-916853	Degradation of GABA
http___identifiers.org_reactome_R-HSA-917729.sbgn	pathwayCommons	http://identifiers.org/reactome/R-HSA-917729	reactome	R-HSA-917729	Endosomal Sorting Complex Required For Transport (ESCRT)
http___identifiers.org_reactome_R-HSA-917937.sbgn	pathwayCommons	http://identifiers.org/reactome/R-HSA-917937	reactome	R-HSA-917937	Iron uptake and transport
http___identifiers.org_reactome_R-HSA-917977.sbgn	pathwayCommons	http://identifiers.org/reactome/R-HSA-917977	reactome	R-HSA-917977	Transferrin endocytosis and recycling
http___identifiers.org_reactome_R-HSA-918233.sbgn	pathwayCommons	http://identifiers.org/reactome/R-HSA-918233	reactome	R-HSA-918233	TRAF3-dependent IRF activation pathway
http___identifiers.org_reactome_R-HSA-933541.sbgn	pathwayCommons	http://identifiers.org/reactome/R-HSA-933541	reactome	R-HSA-933541	TRAF6 mediated IRF7 activation
http___identifiers.org_reactome_R-HSA-933542.sbgn	pathwayCommons	http://identifiers.org/reactome/R-HSA-933542	reactome	R-HSA-933542	TRAF6 mediated NF-kB activation
http___identifiers.org_reactome_R-HSA-933543.sbgn	pathwayCommons	http://identifiers.org/reactome/R-HSA-933543	reactome	R-HSA-933543	NF-kB activation through FADD/RIP-1 pathway mediated by caspase-8 and -10
http___identifiers.org_reactome_R-HSA-936440.sbgn	pathwayCommons	http://identifiers.org/reactome/R-HSA-936440	reactome	R-HSA-936440	Negative regulators of RIG-I/MDA5 signaling
http___identifiers.org_reactome_R-HSA-936837.sbgn	pathwayCommons	http://identifiers.org/reactome/R-HSA-936837	reactome	R-HSA-936837	Ion transport by P-type ATPases
http___identifiers.org_reactome_R-HSA-936964.sbgn	pathwayCommons	http://identifiers.org/reactome/R-HSA-936964	reactome	R-HSA-936964	Activation of IRF3/IRF7 mediated by TBK1/IKK epsilon
http___identifiers.org_reactome_R-HSA-937039.sbgn	pathwayCommons	http://identifiers.org/reactome/R-HSA-937039	reactome	R-HSA-937039	IRAK1 recruits IKK complex
http___identifiers.org_reactome_R-HSA-937041.sbgn	pathwayCommons	http://identifiers.org/reactome/R-HSA-937041	reactome	R-HSA-937041	IKK complex recruitment mediated by RIP1
http___identifiers.org_reactome_R-HSA-937042.sbgn	pathwayCommons	http://identifiers.org/reactome/R-HSA-937042	reactome	R-HSA-937042	IRAK2 mediated activation of TAK1 complex
http___identifiers.org_reactome_R-HSA-937072.sbgn	pathwayCommons	http://identifiers.org/reactome/R-HSA-937072	reactome	R-HSA-937072	TRAF6-mediated induction of TAK1 complex within TLR4 complex
http___identifiers.org_reactome_R-HSA-947581.sbgn	pathwayCommons	http://identifiers.org/reactome/R-HSA-947581	reactome	R-HSA-947581	Molybdenum cofactor biosynthesis
http___identifiers.org_reactome_R-HSA-948021.sbgn	pathwayCommons	http://identifiers.org/reactome/R-HSA-948021	reactome	R-HSA-948021	Transport to the Golgi and subsequent modification
http___identifiers.org_reactome_R-HSA-964739.sbgn	pathwayCommons	http://identifiers.org/reactome/R-HSA-964739	reactome	R-HSA-964739	N-glycan trimming and elongation in the cis-Golgi
http___identifiers.org_reactome_R-HSA-964827.sbgn	pathwayCommons	http://identifiers.org/reactome/R-HSA-964827	reactome	R-HSA-964827	"Progressive trimming of alpha-1,2-linked mannose residues from Man9/8/7GlcNAc2 to produce Man5GlcNAc2"
http___identifiers.org_reactome_R-HSA-964975.sbgn	pathwayCommons	http://identifiers.org/reactome/R-HSA-964975	reactome	R-HSA-964975	Vitamins B6 activation to pyridoxal phosphate
http___identifiers.org_reactome_R-HSA-975110.sbgn	pathwayCommons	http://identifiers.org/reactome/R-HSA-975110	reactome	R-HSA-975110	TRAF6 mediated IRF7 activation in TLR7/8 or 9 signaling
http___identifiers.org_reactome_R-HSA-975138.sbgn	pathwayCommons	http://identifiers.org/reactome/R-HSA-975138	reactome	R-HSA-975138	TRAF6 mediated induction of NFkB and MAP kinases upon TLR7/8 or 9 activation
http___identifiers.org_reactome_R-HSA-975144.sbgn	pathwayCommons	http://identifiers.org/reactome/R-HSA-975144	reactome	R-HSA-975144	IRAK1 recruits IKK complex upon TLR7/8 or 9 stimulation
http___identifiers.org_reactome_R-HSA-975155.sbgn	pathwayCommons	http://identifiers.org/reactome/R-HSA-975155	reactome	R-HSA-975155	MyD88 dependent cascade initiated on endosome
http___identifiers.org_reactome_R-HSA-975163.sbgn	pathwayCommons	http://identifiers.org/reactome/R-HSA-975163	reactome	R-HSA-975163	IRAK2 mediated activation of TAK1 complex upon TLR7/8 or 9 stimulation
http___identifiers.org_reactome_R-HSA-975574.sbgn	pathwayCommons	http://identifiers.org/reactome/R-HSA-975574	reactome	R-HSA-975574	Reactions specific to the hybrid N-glycan synthesis pathway
http___identifiers.org_reactome_R-HSA-975577.sbgn	pathwayCommons	http://identifiers.org/reactome/R-HSA-975577	reactome	R-HSA-975577	N-Glycan antennae elongation
http___identifiers.org_reactome_R-HSA-975578.sbgn	pathwayCommons	http://identifiers.org/reactome/R-HSA-975578	reactome	R-HSA-975578	Reactions specific to the complex N-glycan synthesis pathway
http___identifiers.org_reactome_R-HSA-975634.sbgn	pathwayCommons	http://identifiers.org/reactome/R-HSA-975634	reactome	R-HSA-975634	Retinoid metabolism and transport
http___identifiers.org_reactome_R-HSA-975871.sbgn	pathwayCommons	http://identifiers.org/reactome/R-HSA-975871	reactome	R-HSA-975871	MyD88 cascade initiated on plasma membrane
http___identifiers.org_reactome_R-HSA-975956.sbgn	pathwayCommons	http://identifiers.org/reactome/R-HSA-975956	reactome	R-HSA-975956	Nonsense Mediated Decay (NMD) independent of the Exon Junction Complex (EJC)
http___identifiers.org_reactome_R-HSA-975957.sbgn	pathwayCommons	http://identifiers.org/reactome/R-HSA-975957	reactome	R-HSA-975957	Nonsense Mediated Decay (NMD) enhanced by the Exon Junction Complex (EJC)
http___identifiers.org_reactome_R-HSA-977068.sbgn	pathwayCommons	http://identifiers.org/reactome/R-HSA-977068	reactome	R-HSA-977068	Termination of O-glycan biosynthesis
http___identifiers.org_reactome_R-HSA-977225.sbgn	pathwayCommons	http://identifiers.org/reactome/R-HSA-977225	reactome	R-HSA-977225	Amyloid fiber formation
http___identifiers.org_reactome_R-HSA-977347.sbgn	pathwayCommons	http://identifiers.org/reactome/R-HSA-977347	reactome	R-HSA-977347	Serine biosynthesis
http___identifiers.org_reactome_R-HSA-977441.sbgn	pathwayCommons	http://identifiers.org/reactome/R-HSA-977441	reactome	R-HSA-977441	GABA A receptor activation
http___identifiers.org_reactome_R-HSA-977442.sbgn	pathwayCommons	http://identifiers.org/reactome/R-HSA-977442	reactome	R-HSA-977442	GABA A (rho) receptor activation
http___identifiers.org_reactome_R-HSA-977444.sbgn	pathwayCommons	http://identifiers.org/reactome/R-HSA-977444	reactome	R-HSA-977444	GABA B receptor activation
http___identifiers.org_reactome_R-HSA-977606.sbgn	pathwayCommons	http://identifiers.org/reactome/R-HSA-977606	reactome	R-HSA-977606	Regulation of Complement cascade
http___identifiers.org_reactome_R-HSA-982772.sbgn	pathwayCommons	http://identifiers.org/reactome/R-HSA-982772	reactome	R-HSA-982772	Growth hormone receptor signaling
http___identifiers.org_reactome_R-HSA-983168.sbgn	pathwayCommons	http://identifiers.org/reactome/R-HSA-983168	reactome	R-HSA-983168	Antigen processing: Ubiquitination & Proteasome degradation
http___identifiers.org_reactome_R-HSA-983170.sbgn	pathwayCommons	http://identifiers.org/reactome/R-HSA-983170	reactome	R-HSA-983170	"Antigen Presentation: Folding, assembly and peptide loading of class I MHC"
http___identifiers.org_reactome_R-HSA-983189.sbgn	pathwayCommons	http://identifiers.org/reactome/R-HSA-983189	reactome	R-HSA-983189	Kinesins
http___identifiers.org_reactome_R-HSA-983231.sbgn	pathwayCommons	http://identifiers.org/reactome/R-HSA-983231	reactome	R-HSA-983231	Factors involved in megakaryocyte development and platelet production
http___identifiers.org_reactome_R-HSA-983695.sbgn	pathwayCommons	http://identifiers.org/reactome/R-HSA-983695	reactome	R-HSA-983695	Antigen activates B Cell Receptor (BCR) leading to generation of second messengers
http___identifiers.org_reactome_R-HSA-983712.sbgn	pathwayCommons	http://identifiers.org/reactome/R-HSA-983712	reactome	R-HSA-983712	Ion channel transport
http___identifiers.org_reactome_R-HSA-997272.sbgn	pathwayCommons	http://identifiers.org/reactome/R-HSA-997272	reactome	R-HSA-997272	Inhibition of voltage gated Ca2+ channels via Gbeta/gamma subunits
http___identifiers.org_smpdb_SMP00001.sbgn	pathwayCommons	http://identifiers.org/smpdb/SMP00001	smpdb	SMP00001	Citrullinemia Type I
http___identifiers.org_smpdb_SMP00002.sbgn	pathwayCommons	http://identifiers.org/smpdb/SMP00002	smpdb	SMP00002	Carbamoyl Phosphate Synthetase Deficiency
http___identifiers.org_smpdb_SMP00003.sbgn	pathwayCommons	http://identifiers.org/smpdb/SMP00003	smpdb	SMP00003	Argininosuccinic Aciduria
http___identifiers.org_smpdb_SMP00004.sbgn	pathwayCommons	http://identifiers.org/smpdb/SMP00004	smpdb	SMP00004	Glycine and Serine Metabolism
http___identifiers.org_smpdb_SMP00005.sbgn	pathwayCommons	http://identifiers.org/smpdb/SMP00005	smpdb	SMP00005	Pterine Biosynthesis
http___identifiers.org_smpdb_SMP00006.sbgn	pathwayCommons	http://identifiers.org/smpdb/SMP00006	smpdb	SMP00006	Tyrosine Metabolism
http___identifiers.org_smpdb_SMP00007.sbgn	pathwayCommons	http://identifiers.org/smpdb/SMP00007	smpdb	SMP00007	Beta-Alanine Metabolism
http___identifiers.org_smpdb_SMP00008.sbgn	pathwayCommons	http://identifiers.org/smpdb/SMP00008	smpdb	SMP00008	Phenylalanine and Tyrosine Metabolism
http___identifiers.org_smpdb_SMP00009.sbgn	pathwayCommons	http://identifiers.org/smpdb/SMP00009	smpdb	SMP00009	Ammonia Recycling
http___identifiers.org_smpdb_SMP00010.sbgn	pathwayCommons	http://identifiers.org/smpdb/SMP00010	smpdb	SMP00010	Nucleotide Sugars Metabolism
http___identifiers.org_smpdb_SMP00011.sbgn	pathwayCommons	http://identifiers.org/smpdb/SMP00011	smpdb	SMP00011	Inositol Metabolism
http___identifiers.org_smpdb_SMP00012.sbgn	pathwayCommons	http://identifiers.org/smpdb/SMP00012	smpdb	SMP00012	Catecholamine Biosynthesis
http___identifiers.org_smpdb_SMP00013.sbgn	pathwayCommons	http://identifiers.org/smpdb/SMP00013	smpdb	SMP00013	Cysteine Metabolism
http___identifiers.org_smpdb_SMP00015.sbgn	pathwayCommons	http://identifiers.org/smpdb/SMP00015	smpdb	SMP00015	Glutathione Metabolism
http___identifiers.org_smpdb_SMP00016.sbgn	pathwayCommons	http://identifiers.org/smpdb/SMP00016	smpdb	SMP00016	Propanoate Metabolism
http___identifiers.org_smpdb_SMP00017.sbgn	pathwayCommons	http://identifiers.org/smpdb/SMP00017	smpdb	SMP00017	Vitamin B6 Metabolism
http___identifiers.org_smpdb_SMP00018.sbgn	pathwayCommons	http://identifiers.org/smpdb/SMP00018	smpdb	SMP00018	Alpha Linolenic Acid and Linoleic Acid Metabolism
http___identifiers.org_smpdb_SMP00020.sbgn	pathwayCommons	http://identifiers.org/smpdb/SMP00020	smpdb	SMP00020	Arginine and Proline Metabolism
http___identifiers.org_smpdb_SMP00021.sbgn	pathwayCommons	http://identifiers.org/smpdb/SMP00021	smpdb	SMP00021	Taurine and Hypotaurine Metabolism
http___identifiers.org_smpdb_SMP00023.sbgn	pathwayCommons	http://identifiers.org/smpdb/SMP00023	smpdb	SMP00023	Steroid Biosynthesis
http___identifiers.org_smpdb_SMP00024.sbgn	pathwayCommons	http://identifiers.org/smpdb/SMP00024	smpdb	SMP00024	Porphyrin Metabolism
http___identifiers.org_smpdb_SMP00025.sbgn	pathwayCommons	http://identifiers.org/smpdb/SMP00025	smpdb	SMP00025	Phospholipid Biosynthesis
http___identifiers.org_smpdb_SMP00027.sbgn	pathwayCommons	http://identifiers.org/smpdb/SMP00027	smpdb	SMP00027	Pantothenate and CoA Biosynthesis
http___identifiers.org_smpdb_SMP00028.sbgn	pathwayCommons	http://identifiers.org/smpdb/SMP00028	smpdb	SMP00028	Caffeine Metabolism
http___identifiers.org_smpdb_SMP00029.sbgn	pathwayCommons	http://identifiers.org/smpdb/SMP00029	smpdb	SMP00029	Selenoamino Acid Metabolism
http___identifiers.org_smpdb_SMP00030.sbgn	pathwayCommons	http://identifiers.org/smpdb/SMP00030	smpdb	SMP00030	Oxidation of Branched Chain Fatty Acids
http___identifiers.org_smpdb_SMP00031.sbgn	pathwayCommons	http://identifiers.org/smpdb/SMP00031	smpdb	SMP00031	Pentose Phosphate Pathway
http___identifiers.org_smpdb_SMP00032.sbgn	pathwayCommons	http://identifiers.org/smpdb/SMP00032	smpdb	SMP00032	"Valine, Leucine and Isoleucine Degradation"
http___identifiers.org_smpdb_SMP00033.sbgn	pathwayCommons	http://identifiers.org/smpdb/SMP00033	smpdb	SMP00033	Methionine Metabolism
http___identifiers.org_smpdb_SMP00034.sbgn	pathwayCommons	http://identifiers.org/smpdb/SMP00034	smpdb	SMP00034	Sphingolipid Metabolism
http___identifiers.org_smpdb_SMP00035.sbgn	pathwayCommons	http://identifiers.org/smpdb/SMP00035	smpdb	SMP00035	Bile Acid Biosynthesis
http___identifiers.org_smpdb_SMP00036.sbgn	pathwayCommons	http://identifiers.org/smpdb/SMP00036	smpdb	SMP00036	D-Arginine and D-Ornithine Metabolism
http___identifiers.org_smpdb_SMP00037.sbgn	pathwayCommons	http://identifiers.org/smpdb/SMP00037	smpdb	SMP00037	Lysine Degradation
http___identifiers.org_smpdb_SMP00039.sbgn	pathwayCommons	http://identifiers.org/smpdb/SMP00039	smpdb	SMP00039	Glycerolipid Metabolism
http___identifiers.org_smpdb_SMP00040.sbgn	pathwayCommons	http://identifiers.org/smpdb/SMP00040	smpdb	SMP00040	Glycolysis
http___identifiers.org_smpdb_SMP00041.sbgn	pathwayCommons	http://identifiers.org/smpdb/SMP00041	smpdb	SMP00041	Sulfate/Sulfite Metabolism
http___identifiers.org_smpdb_SMP00043.sbgn	pathwayCommons	http://identifiers.org/smpdb/SMP00043	smpdb	SMP00043	Galactose Metabolism
http___identifiers.org_smpdb_SMP00044.sbgn	pathwayCommons	http://identifiers.org/smpdb/SMP00044	smpdb	SMP00044	Histidine Metabolism
http___identifiers.org_smpdb_SMP00045.sbgn	pathwayCommons	http://identifiers.org/smpdb/SMP00045	smpdb	SMP00045	Amino Sugar Metabolism
http___identifiers.org_smpdb_SMP00046.sbgn	pathwayCommons	http://identifiers.org/smpdb/SMP00046	smpdb	SMP00046	Pyrimidine Metabolism
http___identifiers.org_smpdb_SMP00048.sbgn	pathwayCommons	http://identifiers.org/smpdb/SMP00048	smpdb	SMP00048	Nicotinate and Nicotinamide Metabolism
http___identifiers.org_smpdb_SMP00050.sbgn	pathwayCommons	http://identifiers.org/smpdb/SMP00050	smpdb	SMP00050	Purine Metabolism
http___identifiers.org_smpdb_SMP00051.sbgn	pathwayCommons	http://identifiers.org/smpdb/SMP00051	smpdb	SMP00051	Fatty Acid Metabolism
http___identifiers.org_smpdb_SMP00052.sbgn	pathwayCommons	http://identifiers.org/smpdb/SMP00052	smpdb	SMP00052	Beta Oxidation of Very Long Chain Fatty Acids
http___identifiers.org_smpdb_SMP00053.sbgn	pathwayCommons	http://identifiers.org/smpdb/SMP00053	smpdb	SMP00053	Folate Metabolism
http___identifiers.org_smpdb_SMP00054.sbgn	pathwayCommons	http://identifiers.org/smpdb/SMP00054	smpdb	SMP00054	Fatty Acid Elongation In Mitochondria
http___identifiers.org_smpdb_SMP00055.sbgn	pathwayCommons	http://identifiers.org/smpdb/SMP00055	smpdb	SMP00055	Alanine Metabolism
http___identifiers.org_smpdb_SMP00057.sbgn	pathwayCommons	http://identifiers.org/smpdb/SMP00057	smpdb	SMP00057	Citric Acid Cycle
http___identifiers.org_smpdb_SMP00058.sbgn	pathwayCommons	http://identifiers.org/smpdb/SMP00058	smpdb	SMP00058	Starch and Sucrose Metabolism
http___identifiers.org_smpdb_SMP00059.sbgn	pathwayCommons	http://identifiers.org/smpdb/SMP00059	smpdb	SMP00059	Urea Cycle
http___identifiers.org_smpdb_SMP00060.sbgn	pathwayCommons	http://identifiers.org/smpdb/SMP00060	smpdb	SMP00060	Pyruvate Metabolism
http___identifiers.org_smpdb_SMP00063.sbgn	pathwayCommons	http://identifiers.org/smpdb/SMP00063	smpdb	SMP00063	Tryptophan Metabolism
http___identifiers.org_smpdb_SMP00064.sbgn	pathwayCommons	http://identifiers.org/smpdb/SMP00064	smpdb	SMP00064	Fructose and Mannose Degradation
http___identifiers.org_smpdb_SMP00065.sbgn	pathwayCommons	http://identifiers.org/smpdb/SMP00065	smpdb	SMP00065	Ubiquinone Biosynthesis
http___identifiers.org_smpdb_SMP00066.sbgn	pathwayCommons	http://identifiers.org/smpdb/SMP00066	smpdb	SMP00066	Biotin Metabolism
http___identifiers.org_smpdb_SMP00067.sbgn	pathwayCommons	http://identifiers.org/smpdb/SMP00067	smpdb	SMP00067	Aspartate Metabolism
http___identifiers.org_smpdb_SMP00068.sbgn	pathwayCommons	http://identifiers.org/smpdb/SMP00068	smpdb	SMP00068	Androgen and Estrogen Metabolism
http___identifiers.org_smpdb_SMP00070.sbgn	pathwayCommons	http://identifiers.org/smpdb/SMP00070	smpdb	SMP00070	Riboflavin Metabolism
http___identifiers.org_smpdb_SMP00071.sbgn	pathwayCommons	http://identifiers.org/smpdb/SMP00071	smpdb	SMP00071	Ketone Body Metabolism
http___identifiers.org_smpdb_SMP00072.sbgn	pathwayCommons	http://identifiers.org/smpdb/SMP00072	smpdb	SMP00072	Glutamate Metabolism
http___identifiers.org_smpdb_SMP00073.sbgn	pathwayCommons	http://identifiers.org/smpdb/SMP00073	smpdb	SMP00073	Butyrate Metabolism
http___identifiers.org_smpdb_SMP00074.sbgn	pathwayCommons	http://identifiers.org/smpdb/SMP00074	smpdb	SMP00074	Retinol Metabolism
http___identifiers.org_smpdb_SMP00075.sbgn	pathwayCommons	http://identifiers.org/smpdb/SMP00075	smpdb	SMP00075	Arachidonic Acid Metabolism
http___identifiers.org_smpdb_SMP00076.sbgn	pathwayCommons	http://identifiers.org/smpdb/SMP00076	smpdb	SMP00076	Thiamine Metabolism
http___identifiers.org_smpdb_SMP00077.sbgn	pathwayCommons	http://identifiers.org/smpdb/SMP00077	smpdb	SMP00077	Piroxicam Action Pathway
http___identifiers.org_smpdb_SMP00078.sbgn	pathwayCommons	http://identifiers.org/smpdb/SMP00078	smpdb	SMP00078	Chlorothiazide Action Pathway
http___identifiers.org_smpdb_SMP00079.sbgn	pathwayCommons	http://identifiers.org/smpdb/SMP00079	smpdb	SMP00079	Ibandronate Action Pathway
http___identifiers.org_smpdb_SMP00080.sbgn	pathwayCommons	http://identifiers.org/smpdb/SMP00080	smpdb	SMP00080	Polythiazide Action Pathway
http___identifiers.org_smpdb_SMP00081.sbgn	pathwayCommons	http://identifiers.org/smpdb/SMP00081	smpdb	SMP00081	Methyclothiazide Action Pathway
http___identifiers.org_smpdb_SMP00082.sbgn	pathwayCommons	http://identifiers.org/smpdb/SMP00082	smpdb	SMP00082	Simvastatin Action Pathway
http___identifiers.org_smpdb_SMP00083.sbgn	pathwayCommons	http://identifiers.org/smpdb/SMP00083	smpdb	SMP00083	Acetylsalicylic Acid Action Pathway
http___identifiers.org_smpdb_SMP00084.sbgn	pathwayCommons	http://identifiers.org/smpdb/SMP00084	smpdb	SMP00084	Etodolac Action Pathway
http___identifiers.org_smpdb_SMP00085.sbgn	pathwayCommons	http://identifiers.org/smpdb/SMP00085	smpdb	SMP00085	Ketoprofen Action Pathway
http___identifiers.org_smpdb_SMP00086.sbgn	pathwayCommons	http://identifiers.org/smpdb/SMP00086	smpdb	SMP00086	Ibuprofen Action Pathway
http___identifiers.org_smpdb_SMP00087.sbgn	pathwayCommons	http://identifiers.org/smpdb/SMP00087	smpdb	SMP00087	Rofecoxib Action Pathway
http___identifiers.org_smpdb_SMP00088.sbgn	pathwayCommons	http://identifiers.org/smpdb/SMP00088	smpdb	SMP00088	Bumetanide Action Pathway
http___identifiers.org_smpdb_SMP00089.sbgn	pathwayCommons	http://identifiers.org/smpdb/SMP00089	smpdb	SMP00089	Pravastatin Action Pathway
http___identifiers.org_smpdb_SMP00090.sbgn	pathwayCommons	http://identifiers.org/smpdb/SMP00090	smpdb	SMP00090	Bendroflumethiazide Action Pathway
http___identifiers.org_smpdb_SMP00091.sbgn	pathwayCommons	http://identifiers.org/smpdb/SMP00091	smpdb	SMP00091	Quinethazone Action Pathway
http___identifiers.org_smpdb_SMP00092.sbgn	pathwayCommons	http://identifiers.org/smpdb/SMP00092	smpdb	SMP00092	Rosuvastatin Action Pathway
http___identifiers.org_smpdb_SMP00093.sbgn	pathwayCommons	http://identifiers.org/smpdb/SMP00093	smpdb	SMP00093	Diclofenac Action Pathway
http___identifiers.org_smpdb_SMP00094.sbgn	pathwayCommons	http://identifiers.org/smpdb/SMP00094	smpdb	SMP00094	Sulindac Action Pathway
http___identifiers.org_smpdb_SMP00095.sbgn	pathwayCommons	http://identifiers.org/smpdb/SMP00095	smpdb	SMP00095	Alendronate Action Pathway
http___identifiers.org_smpdb_SMP00096.sbgn	pathwayCommons	http://identifiers.org/smpdb/SMP00096	smpdb	SMP00096	Celecoxib Action Pathway
http___identifiers.org_smpdb_SMP00097.sbgn	pathwayCommons	http://identifiers.org/smpdb/SMP00097	smpdb	SMP00097	Ethacrynic Acid Action Pathway
http___identifiers.org_smpdb_SMP00098.sbgn	pathwayCommons	http://identifiers.org/smpdb/SMP00098	smpdb	SMP00098	Ketorolac Action Pathway
